"id","facility_name","home_care","facility_type_id","postal_code","prefecture_name","city_name","address","latitude","longitude","telphone","fax","representative","homepage","available_time_mon","available_time_tue","available_time_wed","available_time_thu","available_time_fri","available_time_sat","available_time_sun","person","correspondence_dept","correspondence_time","open_24hours","foreign_language","related_facilities","options","note","publish","user_id","created_at","updated_at"
"350","豊見城偕生園ケアプランセンター","0","7","9010244","沖縄県","豊見城市","宜保148番地　仲元ﾏﾝｼｮﾝ101号室","26.178909","127.678465","098-987-5300","098-987-7420","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"351","居宅介護支援事業所　華々","0","7","9010242","沖縄県","豊見城市","高安600-4番地ヒルコート101号室","26.186771","127.687316","098-851-3387","098-851-3087","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"352","ケアプランセンターゆたか","0","7","9010213","沖縄県","豊見城市","字高嶺326番地1","26.167532","127.690621","098-840-6532","098-840-6591","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"353","居宅介護支援事業所　ねね","0","7","9010203","沖縄県","豊見城市","長堂402番地2サンガーデン101号","26.186892","127.707715","098-987-1122","098-987-1123","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"354","居宅介護支援事業所　まごころ","0","7","9010242","沖縄県","豊見城市","高安385番地　大城アパート108号","26.176519","127.683327","098-850-6260","098-850-6261","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"355","居宅介護支援事業所　うえた","0","7","9010243","沖縄県","豊見城市","上田１番地１７","26.175733","127.680360","098-856-7077","098-856-6811","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"356","指定居宅介護支援事業所　ファミリーサポート","0","7","9010211","沖縄県","豊見城市","饒波1118番地","26.182503","127.700124","098-851-3784","098-851-3355","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"357","友愛会ケアプランセンター　豊見城","0","7","9010244","沖縄県","豊見城市","宜保266番地４寛マンション101号","26.176482","127.676636","098-850-4165","098-850-4188","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"358","居宅介護支援事業所　みんなの介護相談所","0","7","9010241","沖縄県","豊見城市","豊見城64","26.186724","127.680623","098-996-3227","098-996-3178","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"359","介護保険相談所リリーフ","0","7","9010241","沖縄県","豊見城市","豊見城437番地11.１ビル2-Ａ号室","26.182410","127.678838","098-894-6786","098-894-6787","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"360","みなみ野居宅介護支援事務所","0","7","9011208","沖縄県","南城市","大里平良2584番地の２　２F","26.180534","127.747928","098-945-8822","098-945-8838","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"361","おおざと信和苑指定居宅介護支援事業所","0","7","9011204","沖縄県","南城市","大里字稲嶺1014番地","26.162747","127.737224","098-946-8101","098-946-8839","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"362","居宅介護支援朝日","0","7","9010607","沖縄県","南城市","玉城字喜良原526番地","26.159853","127.772121","098-949-7157","098-948-7638","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"363","小谷園指定居宅介護支援センター","0","7","9011413","沖縄県","南城市","佐敷字小谷238番地の1","26.173430","127.763391","098-947-0990","098-947-0993","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"364","東雲の丘指定居宅介護支援事業所","0","7","9011203","沖縄県","南城市","大里字大城1392番地","26.167414","127.765113","098-946-2051","098-946-1128","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"365","居宅介護支援事業所　彩","0","7","9010606","沖縄県","南城市","玉城糸数６７２－１","26.155551","127.764605","098-948-1714","098-948-3906","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"366","南城市社協ケアプランセンター","0","7","9011206","沖縄県","南城市","大里仲間９１８番地","26.175588","127.745184","098-882-8639","098-882-8862","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"367","指定居宅介護支援事業所　ケアプラン青の空","0","7","9010612","沖縄県","南城市","玉城當山8番地1","26.142772","127.767008","098-852-6111","098-852-6112","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"368","こころ居宅介護支援事業所","0","7","9010611","沖縄県","南城市","玉城字富里173-2(1Ｆ)","26.146307","127.768019","098-948-3931","098-948-3931","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"369","沖縄メディカル居宅介護支援事業所","0","7","9011415","沖縄県","南城市","佐敷新開1番地344","26.175494","127.777329","098-947-3556","098-947-3550","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"370","花あかり　居宅介護支援事業所","0","7","9010617","沖縄県","南城市","玉城愛地361番地","26.160678","127.744779","098-948-4071","098-948-4072","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"371","居宅介護支援　ようき","0","7","9011414","沖縄県","南城市","佐敷津波古1354番地1","26.185026","127.773637","098-852-5339","098-947-2339","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"372","えがおケアセンター","0","7","9011204","沖縄県","南城市","大里稲嶺１３１７番１","26.159006","127.732343","098-852-7840","098-852-7841","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"373","居宅介護支援事業所　里のうさぎ","0","7","9011204","沖縄県","南城市","大里稲嶺2101-83コーポ呉屋103","26.170606","127.741239","098-946-8183","098-946-8183","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"374","しらゆりの園指定居宅介護支援事業所","0","7","9011207","沖縄県","南城市","大里古堅820番地1","26.192994","127.740583","098-917-0624","098-917-0654","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"375","介護支援センター　あまね","0","7","9010619","沖縄県","南城市","玉城屋嘉部455番１","26.146074","127.760545","098-852-6125","098-852-6126","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"376","ケアサポートセンターすまいる南城","0","7","9011407","沖縄県","南城市","字つきしろ１６７８番地２２５","26.160115","127.791969","098-988-4182","098-988-4183","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"377","ケアプランセンターほっ会期","0","7","9011407","沖縄県","南城市","つきしろ1232番地137","26.159582","127.793008","098-948-2400","098-948-2400","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"378","居宅介護支援センターうりずん","0","7","9011301","沖縄県","島尻郡与那原町","板良敷1281番地の１","26.190748","127.769856","098-944-7000","098-944-7003","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"379","有限会社ファミリー看護婦家政婦紹介所","0","7","9011303","沖縄県","島尻郡与那原町","与那原3585番地","26.200130","127.758454","098-946-1224","098-946-1210","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"380","居宅介護支援サービス　ふくよか","0","7","9011303","沖縄県","島尻郡与那原町","与那原431番地","26.202027","127.757287","098-944-2139","098-944-5502","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"381","与那原在宅ケアセンター居宅介護支援事業所","0","7","9011303","沖縄県","島尻郡与那原町","与那原１７９２番地１","26.206257","127.753329","098-945-8415","098-944-5710","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"382","ケアプランひかり","0","7","9011303","沖縄県","島尻郡与那原町","与那原１１４５番地２","26.212407","127.759884","098-946-0395","098-946-0332","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"383","与那原日の出園指定居宅介護支援事業所","0","7","9011303","沖縄県","島尻郡与那原町","字与那原3782番地の1","26.197736","127.763573","098-946-4764","098-945-3010","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"384","居宅介護支援事業所 さらばんじぃ","0","7","9011303","沖縄県","島尻郡与那原町","字与那原3687番2","26.201199","127.756473","098-944-7406","098-944-7407","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"385","ほがらか居宅介護支援事業所","0","7","9011303","沖縄県","島尻郡与那原町","与那原1122番地　","26.210604","127.759800","098-882-8082","098-882-8106","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"386","ケアプランセンター　うみちか","0","7","9011304","沖縄県","島尻郡与那原町","東浜17番地の16","26.207329","127.761875","098-882-0088","098-882-0089","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"387","沖縄第一病院指定居宅介護支援事業所","0","7","9011111","沖縄県","島尻郡南風原町","兼城642番地の１","26.194913","127.725976","098-889-5302","098-835-6166","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"388","居宅介護支援事業所はえばる","0","7","9011105","沖縄県","島尻郡南風原町","新川272番地17","26.206576","127.725895","098-888-3405","098-888-3413","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"389","ふたば　ケアプランセンター","0","7","9011111","沖縄県","島尻郡南風原町","字兼城274番地の1","26.196799","127.729476","098-889-8913","098-889-8923","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"390","嬉の里指定居宅介護支援事業所","0","7","9011105","沖縄県","島尻郡南風原町","字新川538番地","26.203659","127.728314","098-888-0591","098-889-8420","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"391","あい　介護センター","0","7","9011117","沖縄県","島尻郡南風原町","津嘉山１１１４－１","26.193857","127.718541","098-894-4568","098-894-4138","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"392","居宅介護支援はっぴー","0","7","9011104","沖縄県","島尻郡南風原町","字照屋299番地1　桃テラス102号室","26.182080","127.725865","098-882-6170","098-882-6171","","","","","","","","","","","","","0","0","","","","1","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
