"名前","住所","緯度","経度"
"あすなろ歯科医院","国頭郡宜野座村字惣慶１８２７－２",,
"ピッコロ歯科","国頭郡金武町伊芸８５－１メゾン伊芸１Ｆ",,
"ひまわり歯科クリニック","国頭郡金武町金武３９９－１",,
"エンゼル歯科","国頭郡金武町金武５７",,
"医療法人山内矯正歯科クリニック※会員施設","中頭郡嘉手納町嘉手納２７０－１９",,
"知花歯科医院※会員施設","中頭郡嘉手納町嘉手納２８１",,
"上運天歯科矯正歯科※会員施設","中頭郡嘉手納町嘉手納２９０－４　２Ｆ",,
"みずがま歯科※会員施設","中頭郡嘉手納町水釜３７３－２５５",,
"なかお歯科クリニック※会員施設","中頭郡嘉手納町水釜３７９－１２",,
"南歯科医院","中頭郡西原町翁長２４０－５",,
"まちだ歯科クリニック","中頭郡西原町翁長５０４",,
"城北歯科医院","中頭郡西原町翁長５２３－１山善ビル１Ｆ",,
"石川歯科医院※会員施設","中頭郡西原町嘉手苅７８－１",,
"あらかわ歯科※会員施設","中頭郡西原町我謝２４１－６６",,
"備瀬歯科医院","中頭郡西原町兼久４－２",,
"さわふじ歯科※会員施設","中頭郡西原町呉屋９３－１",,
"サンユー歯科","中頭郡西原町小橋川１５４－５玉那覇ビル１Ｆ",,
"平良歯科クリニック※会員施設","中頭郡西原町小那覇６３９",,
"幡歯科医院","中頭郡西原町棚原３５０－１",,
"中城みなみ歯科","中頭郡中城村字南上原８３５－１サンヴェスタ１０２号",,
"医療法人社団　恵仁会　エンジェル歯科","中頭郡中城村津覇６４０番地２",,
"うえばる歯科医院","中頭郡中城村南上原１０５８－４",,
"グレイスデンタルクリニック※会員施設","中頭郡中城村南上原３６４－１",,
"さおり歯科クリニック","中頭郡中城村南上原５５６番地",,
"しもデンタルクリニック","中頭郡中城村南上原７７０－２　ハピネスハイツ１０２",,
"つばさデンタルクリニック","中頭郡中城村南上原９６７，１Ｆ",,
"ながはま歯科 ※会員施設","中頭郡読谷村伊良皆２６７－３",,
"グリーン歯科医院 ※会員施設","中頭郡読谷村喜名４７７－１",,
"サンセット歯科クリニック","中頭郡読谷村古堅６３７番地３",,
"医療法人　健歯会　ふるげん歯科クリニック","中頭郡読谷村古堅６５６－４",,
"医療法人健歯会　珀美歯科","中頭郡読谷村古堅６７５",,
"読谷歯科医院","中頭郡読谷村高志保１３１５－１",,
"アイランド・デンタル・リゾート・クリニック","中頭郡読谷村字大湾３５６番地シナジースクエア１Ｆ",,
"トリイ歯科医院※会員施設","中頭郡読谷村楚辺１０９１",,
"そべ歯科クリニック※会員施設","中頭郡読谷村楚辺２０５８－１",,
"医療法人新崎歯科※会員施設","中頭郡読谷村大湾４７３",,
"当山歯科医院※会員施設","中頭郡読谷村都屋１６７－３",,
"伊波歯科医院※会員施設","中頭郡読谷村比謝矼１００",,
"砂辺スマイル歯科医院","中頭郡北谷町宮城１－１０５",,
"北谷歯科クリニック","中頭郡北谷町宮城１－３７",,
"ピース　デンタル　クリニック※会員施設","中頭郡北谷町桑江４６８－３",,
"アイ歯科医院※会員施設","中頭郡北谷町桑江６２０－１０",,
"比嘉デンタルクリニック","中頭郡北谷町字伊平２５４",,
"フェイスデンタルオフィス※会員施設","中頭郡北谷町字伊平３２７番地１",,
"沖縄ホワイトデンタルクリニック※会員施設","中頭郡北谷町上勢８１３－２デザインマンション龍１０１",,
"平田歯科※会員施設","中頭郡北谷町上勢８１５－６",,
"ちば歯科医院※会員施設","中頭郡北谷町上勢８２０－１",,
"ファミリー歯科医院","中頭郡北谷町桃原７－６メゾンラック１Ｆ",,
"ユニバーサル矯正歯科クリニック※会員施設","中頭郡北谷町美浜２－３－１サンライズ１Ｆ",,
"へんとな歯科医院 ※会員施設","中頭郡北谷町美浜３－３－５",,
"あおぞら歯科","中頭郡北谷町美浜３丁目６－５　（２Ｆ）",,
"ハンビー歯科クリニック※会員施設","中頭郡北谷町北前１－１９－９",,
"アラハ歯科","中頭郡北谷町北前１丁目１７番１１　１階",,
"ヤラデンタルクリニック","中頭郡北谷町北谷２－１７－６ＲＹＯ　ＭＡＮＳＩＯＮ　１０３号",,
"ライカムデンタルクリニック※会員施設","中頭郡北中城村アワセ土地区画整理事業地内４街区イオンモール沖縄ライカム２階",,
"むらの歯医者さん","中頭郡北中城村仲順３９",,
"さんいく　デンタルクリニック","中頭郡北中城村袋７０５－７",,
"にこにこ歯科医院","中頭郡北中城村熱田２０４７",,
"みどり町クリニック","うるま市みどり町５－２７－２",,
"伊波クリニック","うるま市石川伊波４３１番地",,
"しろま内科クリニック","うるま市字喜屋武手振原５４６－１　１Ｆ",,
"愛聖クリニック","沖縄市高原５－１５－１１",,
"仲宗根クリニック","沖縄市高原７－２３－１４",,
"コザクリニック","沖縄市仲宗根町１９－１",,
"社会医療法人　敬愛会　ちばなクリニック","沖縄市知花６－２５－１５",,
"まつもと胃腸科整形外科医院","沖縄市松本１－２１－２３",,
"和花クリニック","沖縄市東一丁目５番１７号　２階・３階",,
"まえはら内科","宜野湾市真栄原３－１９－８",,
"おやかわクリニック","宜野湾市長田１丁目２９－１",,
"クリニックぎのわん","宜野湾市大山７－７－２２",,
"かりゆしクリニック","宜野湾市嘉数四丁目２５番１５",,
"光クリニック","宜野湾市嘉数２丁目２番１号　広栄メディカルビル２Ｆ",,
"ひでき皮フ科美容クリニック","宜野湾市志真志一丁目１５番２３号",,
"恩納クリニック","国頭郡恩納村字恩納６３２９番地",,
"きんクリニック","国頭郡金武町金武９４番地",,
"blank",,,
"読谷村診療所","中頭郡読谷村都屋１７９",,
"しらかわ内科","中頭郡西原町棚原１丁目２０番地の１０",,
"ライフケアクリニック長浜","中頭郡読谷村長浜１５３０－１",,
"玉城ファミリークリニック","中頭郡読谷村都屋２４５番地",,
"玄米クリニック","中頭郡西原町翁長８３４　トムズエンタープライズビル２Ｆ",,
"野村ハートクリニック","中頭郡嘉手納町屋良１０６３番１",,
"ウェルライフクリニックたまき内科","中頭郡北谷町上勢６３０番地７",,
"ファミリークリニックきたなかぐすく","中頭郡北中城村字喜舎場３６０番地１",,
"みなみ内科","中頭郡中城村字南上原１０７２番地",,
"中部協同病院","沖縄市知花６丁目２５番５号",,
"玉木病院","宜野湾市愛知三丁目９番１１号",,
"医療法人緑水会　宜野湾記念病院","宜野湾市宜野湾３－３－１３",,
"独立行政法人国立病院機構　沖縄病院","宜野湾市我如古３－２０－１４",,
"医療法人球陽会　海邦病院","宜野湾市真志喜２－２３－５",,
"屋宜原病院","中頭郡北中城村屋宜原７２２番地",,
"北中城若松病院","中頭郡北中城村字大城３１１番地",,
"中部徳洲会病院","中頭郡北中城村アワセ土地区画整理事業地内２街区１番",,
"うえむら病院","中頭郡中城村字南上原８０３－３",,
"アドベンチスト　メディカルセンター","中頭郡西原町幸地８６８",,
"医療法人卯の会　新垣病院","沖縄市安慶田４－１０－３",,
"医療法人　心和会　潮平病院","沖縄市胡屋1丁目17番1号",,
"翔南病院","沖縄市山内３－１４－２８",,
"北谷病院","中頭郡北谷町字上勢６３１番地４",,
"北上中央病院","中頭郡北谷町上勢６３１－９",,
"医療法人仁誠会　名嘉病院","中頭郡嘉手納町嘉手納２５８",,
"独立行政法人国立病院機構　琉球病院","国頭郡金武町金武７９５８－１",,
"沖縄中央病院","沖縄市知花５－２６－１",,
"中部協同病院","沖縄市知花６丁目２５番５号",,
"ちゅうざん病院","沖縄市松本６丁目２番１号",,
"沖縄中部療育医療センター","沖縄市比屋根五丁目２番１７号",,
"医療法人タピック沖縄リハビリテーションセンター病院","沖縄市比屋根二丁目１５番１号",,
"うるま記念病院","うるま市昆布１８３２番地３９７",,
"いずみ病院","うるま市栄野比1150",,
"医療法人社団志誠会　平和病院","うるま市上江洲６６５",,
"名城病院","うるま市字赤道　１７５番地３",,
"医療法人沖縄寿光会　与勝病院","うるま市勝連南風原３５８４",,
"社会医療法人　かりゆし会　ハートライフ病院","中頭郡中城村伊集２０８",,
"琉球大学医学部附属病院","中頭郡西原町上原２０７",,
"社会医療法人　敬愛会　中頭病院","沖縄市字登川６１０番地",,
"沖縄県立中部病院","うるま市宮里２８１番地",,
"池原外科胃腸科医院","宜野湾市新城２－４０－２７",,
"よなみね内科","宜野湾市普天間２－４－５",,
"こはぐら耳鼻咽喉科","宜野湾市普天間２－４９－１４",,
"宮城医院","宜野湾市野嵩１－１０－１１",,
"早川眼科医院","宜野湾市野嵩２丁目２番２号",,
"クリニック・シンフォニア","宜野湾市上原１－１８－１３ハーモニーマンション１階",,
"医療法人やましろ皮フ科","宜野湾市上原１－２－９",,
"西平医院","宜野湾市赤道二丁目２番２号",,
"愛知クリニック","宜野湾市愛知一丁目２番１２号",,
"ひかり眼科","宜野湾市愛知一丁目２番１号",,
"眼科クリニック幸地","宜野湾市宜野湾２－５－１３",,
"うえはらこどもクリニック","宜野湾市長田１－２６－１９",,
"いきいき耳鼻咽喉科クリニック","宜野湾市長田１丁目１番３号",,
"ふくやま整形外科","宜野湾市長田一丁目２８番１号",,
"さよウィメンズ・メンタルクリニック","宜野湾市志真志４－２４－７沖縄ぎのわんセミナーハウス４Ｆ",,
"ひでき皮フ科美容クリニック","宜野湾市志真志一丁目１５番２３号",,
"みやぎ小児科クリニック","宜野湾市我如古４４７－１",,
"いなふくクリニック","宜野湾市真栄原３－１２－２０",,
"山内耳鼻咽喉科医院","宜野湾市真栄原３－２４－１４",,
"神元内科医院","宜野湾市真栄原３－５－３",,
"医療法人宜野湾整形外科医院","宜野湾市真栄原３－７－７",,
"まえはら心療内科","宜野湾市真栄原３丁目１７番２号友愛ビル２Ｆ",,
"いとむクリニック","宜野湾市伊佐１－１０－９",,
"しらはまクリニック","宜野湾市伊佐３丁目９番１９号",,
"駐留軍要員健保組合　伊佐浜診療所","宜野湾市伊佐４丁目５番７号",,
"サンクリニック","宜野湾市伊佐二丁目９番地３５",,
"順徳医院","宜野湾市大謝名１－１９－１",,
"ぎのわんメンタルクリニック","宜野湾市大謝名１丁目１７番３１号",,
"当山産婦人科医院","宜野湾市大謝名５－２０－８",,
"沖縄下肢静脈瘤クリニック","宜野湾市大謝名５丁目６－１崎間ビル１Ｆ",,
"喜屋武内科クリニック","宜野湾市嘉数２－１－１",,
"まみ皮フ科クリニック","宜野湾市嘉数２丁目２番１号　広栄メディカルビル２Ｆ",,
"さむら脳神経クリニック","宜野湾市嘉数二丁目２番１号　広栄メディカルビル１Ｆ",,
"まえだ眼科","宜野湾市嘉数二丁目７番１５号",,
"みみとはなの和クリニック","宜野湾市宇地泊７０１番地",,
"長濵眼科","宜野湾市宇地泊７０１番地",,
