"facility_name","home_care","facility_type_id","郵便番号","都道府県名","市町村名","住所","マップ_lat","マップ_lng","telphone","fax","representative","homepage","available_time_mon","available_time_tue","available_time_wed","available_time_thu","available_time_fri","available_time_sat","available_time_sun","person","correspondence_dept","correspondence_time","open_24hours","foreign_language","related_facilities","options","note","publish","user_id","created_at","updated_at"
"デイサービスつどい",,"10",9011105,"沖縄県","島尻郡南風原町","字新川12番地6、１Ｆ",26.2012511,127.7234262,"098-987-0887","098-987-0838",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"デイサービスともに",,"10",9011117,"沖縄県","島尻郡南風原町","津嘉山1279番地１",26.1921242,127.7153776,"098-882-6977","098-882-6978",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"デイサービスくばごころ",,"10",9011113,"沖縄県","島尻郡南風原町","喜屋武422-1　１階",26.1821257,127.7312572,"098-888-5725","098-888-5725",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"デイサービスフォスタ津嘉山",,"10",9011117,"沖縄県","島尻郡南風原町","津嘉山1535番地",26.1865747,127.7100202,"098-995-8777","098-995-9230",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"デイサービスきらり",,"10",9010406,"沖縄県","島尻郡八重瀬町","屋宜原229-3",26.1648329,127.7239227,"098-840-7872","098-998-0191",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"ディサービス　寿々　　",,"10",9010406,"沖縄県","島尻郡八重瀬町","屋宜原110番地の3　アイニテイ　2-Ｄ号室",26.161458,127.7284398,"098-835-7470","098-835-7471",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"デイサービス　愛ランド",,"10",9010416,"沖縄県","島尻郡八重瀬町","字宜次712番地",26.1759734,127.7189477,"098-998-0049","098-886-2685",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"デイサービスセンター寿（共用型通所介護）",,"11",9010362,"沖縄県","糸満市","真栄里323番地",26.1178181,127.6709588,"098-992-5375","098-995-1536",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"デイサービスステーション　ひめゆり",,"11",9010344,"沖縄県","糸満市","伊原107-1",26.094737,127.684739,"098-997-5200","098-997-5208",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"こもれび　デイサービス",,"11",9010213,"沖縄県","豊見城市","字高嶺111番地",26.1699788,127.6894988,"098-856-1515","098-856-1515",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"デイホーム　光風の家",,"11",9010213,"沖縄県","豊見城市","高嶺299番地１",26.1677762,127.6908931,"098-840-6595","098-840-6591",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"デイサービスセンターすみれ",,"11",9010215,"沖縄県","豊見城市","渡嘉敷150番地　おもととよみの杜2階",26.1725944,127.6837521,"098-851-0101","098-851-0200",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"デイサービスしんかい",,"11",9011415,"沖縄県","南城市","佐敷新開1-114",26.1767409,127.7751065,"098-947-0922","098-947-0922",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"東雲の丘指定認知症対応型共同生活介護事業所",,"11",9011203,"沖縄県","南城市","大里大城1392番地",26.1674137,127.7651133,"098-946-2051","098-946-1128",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"指定通所介護事業所デイサービス青の空",,"11",9010603,"沖縄県","南城市","玉城百名7番地",26.1416723,127.7920895,"098-948-7014","098-948-7210",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"デイサービス　あまね",,"11",9010619,"沖縄県","南城市","玉城屋嘉部455番１",26.1460738,127.7605449,"098-852-6231","098-852-6126",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"デイサービス事業所　とことん",,"11",9011302,"沖縄県","島尻郡与那原町","字上与那原431番5",26.200588,127.748599,"098-917-2963","098-917-2963",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"グループホームときわ苑認知症対応型通所介護",,"11",9010414,"沖縄県","島尻郡八重瀬町","当銘370-1",26.1523135,127.6993172,"098-998-8899","098-998-8099",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"デイホーム　くしばる",,"11",9010504,"沖縄県","島尻郡八重瀬町","後原268番地3",26.1490784,127.7311669,"098-851-9037","098-851-9037",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"デイケア　勝連",,"6",9010331,"沖縄県","糸満市","真栄平1026番地",26.1158307,127.7145662,"098-997-3104","098-997-2457","松原　卓也","http://www.katsuren-hp.or.jp","8:30～17：15","8:30～17：15","8:30～17：15","8:30～17：15","8:30～17：15",,"土・日・祝祭日、年末年始（12/29～1/3）は休み","伊波、宮城","デイケア勝連",,,,"居宅介護支援センター「勝連」","身体障害者などに対し、理学療法士がマンツーマン対応し、その能力の改善を図り強化していく。","介護予防サービスの実施あり。
短時間のサービス提供なし。","1",,"2018-01-04","2018-03-15"
"南部病院　通所リハビリテーション",,"6",9010243,"沖縄県","豊見城市","糸満市真栄里870番地",26.1123825,127.6709562,"098-851-5158","098-851-5158",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"糸満協同診療所　通所リハビリテーション",,"6",9010364,"沖縄県","糸満市","字潮崎町2丁目1番地10",26.1237147,127.6673755,"098-992-3920","098-992-2569","上原　幸盛",,"8：30～17：00","8：30～17：00","8：30～17：00","8：30～17：00","8：30～17：00","8：30～17：00","日曜日、年末年始（12/31～1/2）、旧盆（ウークイ）は休み　/　祝日はサービス提供あり（8：30～17：00）","島崎朋之",,,,,,"沖縄医療生協の目指す介護　１、誰もが自分らしい生き方　２、いのちと人権を尊重する介護　３、安全・安心の質の高い介護　４、介護を受ける権利を守り発展させる運動","介護予防サービスの実施あり。
短時間のサービス提供なし。","1",,"2018-01-04","2018-03-15"
"通所リハビリテーション事業所　白寿園",,"6",9010311,"沖縄県","糸満市","字武富175-1",26.1655125,127.6937372,"098-992-0088","098-992-1592","平良澄雅子","http://www.hakujyukai.com","9:50～16：20","9:50～16：20","9:50～16：20","9:50～16：20","9:50～16：20",,"日曜日、年始（1/1～1/2）は休み　/　祝日はサービス提供あり（9:50～16：20）","金城賢昭",,,,,"ハートフルクリニック、介護老人保健施設「白寿園」","”まごころをこめて”をモットーに利用者様中心のきめ細やかなサービスを行っております。","介護予防サービスの実施あり。
短時間のサービス提供なし。","1",,"2018-01-04","2018-03-15"
"とよみ生協病院　通所リハビリテーション",,"6",9010201,"沖縄県","豊見城市","真玉橋593-1",26.1930732,127.6873219,"098-856-4446","098-880-9569",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"松岡通所リハビリテーション",,"6",9010213,"沖縄県","豊見城市","高嶺395-56",26.1672264,127.6967868,"098-850-9529","098-852-2851","松岡　満照","http://www.matsumikai.com","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～13：00","日曜、祝祭日、年末年始、旧盆（ウークイの午後）は休み　","平良幸一","通所リハビリテーション","平日（9：00～17：00）",,,"松岡医院",,"介護予防サービスの実施あり。
短時間のサービス提供あり（9：00～14：00）","1",,"2018-01-04","2018-03-15"
"桜山荘通所リハビリテーションセンター",,"6",9010213,"沖縄県","豊見城市","字高嶺111",26.1699788,127.6894988,"098-891-6464","098-891-6565",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"通所リハビリテーション　養生の里",,"6",9010241,"沖縄県","豊見城市","我那覇291-25",26.1838458,127.6727733,"098-850-2162","098-850-2164",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"通所リハビリテーション　友愛園",,"6",9010243,"沖縄県","豊見城市","字上田25",26.1759052,127.6760904,"098-856-4707","098-850-8024",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"平成苑通所リハビリテーション",,"6",9010235,"沖縄県","豊見城市","名嘉地217-2",26.1743547,127.6643687,"098-856-7222","098-856-5581",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"通所リハビリテーション　はまゆう",,"6",9010215,"沖縄県","豊見城市","字渡嘉敷150　４階",26.1727115,127.6834877,"098-851-0102","098-851-0200","上里　一雄","http://www.omotokai.or.jp","9:50",,,,,,,"山里卓史","医療福祉課　支援相談員",,,,"大浜第二病院、特別養護老人ホームすみれ、介護老人保健施設はまゆう複合施設、ケアハウスひまわり（軽費老人ホーム）","見晴らしが良く大滝が流れるきれいな施設です。理学療法士、作業療法士、言語聴覚士、歯科衛生士が配置されていてリハビリに特化した施設となっています。","介護予防サービスの実施なし。
短時間のサービス提供なし。","1",,"2018-01-04","2018-03-15"
"デイケアみなみ野",,"6",9011202,"沖縄県","南城市","大里平良2584-2　2F",26.1805344,127.7479281,"098-945-8822","098-945-8838",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"デイケア南城",,"6",9010618,"沖縄県","南城市","玉城字船越949-4",26.1558644,127.7556978,"098-949-1133","098-949-1134","上原敏則","http://www.locomo-clinic-nanjo.com","午前（10：00～11：30）　午後（14：30～16：00）","午前（10：00～11：30）　午後（14：30～16：00）","午前のみ（10：00～11：30）　","午前（10：00～11：30）　午後（14：30～16：00)","午前（10：00～11：30）　午後（14：30～16：00)","午前のみ（10：00～11：30）　","日曜、祝祭日、慰霊の日、旧盆（ウークイ）、年末年始は休み","上原竹美",,,,,"ロコモクリニック南城","１時間半の短時間通所リハビリを行っています。１単位最大６名の利用者さんを受け入れておりますので少人数でアットホームな雰囲気です。","介護予防サービスの実施あり。
短時間のサービス提供あり。（午前10：00～11：30　/　午後14：30～16：00）","1",,"2018-01-04","2018-03-15"
"医療法人信和会　おおざと信和苑　通所リハビリテーション事業所",,"6",9011204,"沖縄県","南城市","大里字稲嶺1014",26.162747,127.7372243,"098-946-8101","098-946-8839",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"通所リハビリテーション真徳苑",,"6",9011414,"沖縄県","南城市","佐敷字津波古西原2309",26.1868117,127.7759166,"098-943-2799","098-943-9902",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"デイケアのはら",,"6",9011302,"沖縄県","島尻郡与那原町","上与那原341-2",26.200152,127.7518182,"098-946-1010","098-946-1020","野原昌亮",,"9：00～16：30","9：00～16：30","9：00～16：30","9：00～13：00　","9：00～16：30","9：00～16：30","日曜・祝祭日、旧盆（ウークイ）、年末年始（12/31～1/3）は休み","高嶺照美",,,,,"野原整形外科","マシントレーニングあり","介護予防サービスの実施あり。
短時間のサービス提供あり（14：00～15：00　/　15：00～16：00）","1",,"2018-01-04","2018-03-15"
"通所リハビリテーション　さらばんじぃ",,"6",9011303,"沖縄県","島尻郡与那原町","字与那原3678",26.1998717,127.7610675,"098-944-7405","098-944-7407","松田直幸",,"8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","日曜・祝祭日、旧盆（ウークイ）、年末年始（12/31～1/3）は休み","玉城理子","通所リハビリテーション",,,,"まつだクリニック","充実したリハビリが提供できます（パワーリハビリあり）",,"1",,"2018-01-04","2018-03-15"
"通所リハビリテーションうりずん",,"6",9011301,"沖縄県","島尻郡与那原町","板良敷1281-1",26.1907478,127.7698563,"098-944-7000","098-944-7003",,,,,,,,,,,,,,,,,,"1",,"2018-01-04","2018-02-13"
"沖縄第一病院通所リハビリテーション",,"6",9011111,"沖縄県","島尻郡南風原町","兼城642-１",26.194913,127.7259764,"098-888-1151","098-888-1367","當眞亮太",,"8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","日曜日・年末年始（12/31～1/3）は休み　/　祝日はサービス提供あり（8：30～17：30）","漢那憲彦",,"10：30～17：00",,,"沖縄第一病院、介護老人保健施設「おおざと信和苑」、有料老人ホームそよかぜ",,"介護予防サービスの実施可能。
短時間のサービス提供あり（9：30～14：00）
言語聴覚士は病棟兼務。","1",,"2018-01-04","2018-03-15"
"嬉野の園通所リハビリテーション",,"6",9011105,"沖縄県","島尻郡南風原町","字新川458-1",26.2103365,127.7286697,"098-888-1268","098-882-6500","比嘉　傳","http://www.hojinkai-group.com/","8：30～19：30","8：30～19：30","8：30～19：30","8：30～19：30","8：30～19：30","8：30～19：30","日曜日・年始休み（1/2～1/3）、旧盆（ウークイ）／祝日はサービス提供あり（8：30～19：30）","安慶名、大濱","通所リハビリテーション","月～金",,,"介護老人保健施設「嬉野の園」、サマリヤ人病院、田崎病院、ゆいまーる松川、介護老人福祉施設「嬉野の里」",,"介護予防サービスの実施あり。
短時間のサービス提供なし。","1",,"2018-01-04","2018-03-15"
"介護老人保健施設かりゆしの里　通所リハビリテーション",,"6",9011115,"沖縄県","島尻郡南風原町","字山川256-2",26.1783343,127.7211056,"098-835-6607","098-835-6608","國仲美奈子",,"8：30～17：00","8：30～17：00","8：30～17：00","8：30～17：00","8：30～17：00","8：30～17：00","日曜日、5/5、旧盆（ウークイ）、年始年末（12/30～1/3）は休み","新垣","通所リハビリ",,,,"沖縄協同病院、協同にじクリニック歯科","理学療法士、作業療法士、言語聴覚士を配置しており専門的なリハビリや住環境の助言を行い、管理栄養士による食事管理、看護師による健康管理で在宅生活を支援します。","介護予防サービスの実施あり。
短時間のサービス提供なし。","1",,"2018-01-04","2018-03-14"
"南部徳洲会病院　通所リハビリテーション事業所",,"6",9010493,"沖縄県","島尻郡八重瀬町","字外間80",26.1778154,127.7145891,"098-998-0306","098-998-0763","鈴木隆夫","http://www.nantoku.org","8：30～17：00","8：30～17：00","8：30～17：00","8：30～17：00","8：30～17：00","8：30～17：00","日曜日・年始（1/1～1/3）は休み／　祝日はサービス提供あり","大城一哲",,"月～土（10：00～16：00）",,,"南部徳洲会病院・居宅介護支援事業所・通所介護事業所・訪問看護ステーション・ヘルパーステーションいこい","病院併設のため退院後もほぼ同じようなリハビリ提供ができ、安心した在宅生活が送れるようにリハビリ専門職を中心としたチーム一丸でサポートしています。","短時間のサービス提供なし。
介護予防サービスの実施あり。","1",,"2018-01-04","2018-03-14"
